YDL088C	34,26,18,22	39,26,35	12,25,22,6,5,8,22
YDL113C	46,10,44	9,8,3,18,19,4,18,7,14	23,32,32,13
YDL130W	43,2,55	19,4,21,8,17,4,5,1,21	36,27,37
YDL194W	1,7,37,9,46	21,11,19,14,4,9,22	11,2,5,5,12,8,11,11,11,8,16
YDL215C	6,3,0,4,11,17,16,19,0,4,20	17,76,7	11,11,11,4,15,0,6,15,14,13
YDL236W	31,54,15	21,22,4,23,15,15	4,18,16,20,9,13,6,14
YDR009W	98,2	41,59	1,12,27,26,0,34
YDR032C	22,78	21,12,18,22,17,10	6,12,19,13,0,19,10,21
YDR050C	0,25,18,2,11,16,7,12,9	11,10,6,8,18,10,14,23	40,21,39
YDR070C	2,12,2,7,20,19,14,24	4,13,18,8,13,7,13,11,3,10	12,5,12,3,13,10,7,12,7,3,16
YDR100W	47,9,44	50,50	36,37,3,24
YDR103W	7,11,9,9,18,11,6,15,1,13	22,6,20,12,40	33,3,8,11,11,34
YDR142C	21,10,45,24	16,10,2,16,3,16,4,18,15	8,10,21,23,20,18
YDR146C	4,54,1,41	23,19,18,20,0,20	11,4,15,3,1,13,2,15,19,17
YDR167W	37,49,14	6,25,19,24,26	30,52,18
YDR171W	9,8,9,11,13,11,7,2,12,5,13	19,2,9,18,3,13,12,15,9	14,27,39,20
YDR174W	4,15,17,8,10,18,12,16	16,15,7,3,16,3,1,12,5,0,22	16,7,22,26,11,18
YDR184C	91,9	27,15,42,16	12,27,10,5,3,0,22,1,20
YDR244W	13,8,1,10,7,12,4,8,10,12,15	15,13,17,1,15,1,9,17,12	17,25,15,0,10,7,4,22
YDR277C	53,47	33,34,33	30,4,39,14,13
YDR299W	8,16,12,2,14,4,6,0,20,4,14	13,2,11,0,3,16,14,6,15,20	24,21,8,26,14,3,4
YDR309C	5,17,13,12,14,17,12,10	15,5,17,7,19,9,8,20	7,54,39
YDR311W	32,9,34,25	21,30,7,21,21	38,32,5,2,21,2
YDR323C	30,37,33	1,10,12,16,14,6,13,16,1,11	19,13,26,14,13,15
YDR335W	21,24,21,10,6,5,13	32,8,41,2,17	22,17,11,15,9,7,19
YDR354W	28,7,14,31,20	18,19,2,10,1,17,13,20	28,20,35,17
YDR382W	13,4,4,2,10,11,10,12,8,9,17	40,9,51	35,0,56,9
YDR395W	23,7,12,0,23,13,4,18	9,0,13,7,8,13,13,2,14,5,16	7,2,2,26,2,12,22,27
YDR412W	7,21,0,21,1,21,6,23	6,37,57	20,47,22,11
YDR429C	13,38,5,4,6,26,8	38,28,34	18,15,8,12,15,8,6,18
YDR461W	3,97	3,15,18,29,35	21,7,1,21,20,27,3
YEL009C	24,8,9,24,25,10	19,11,8,6,12,21,1,5,17	15,10,15,1,1,5,8,7,5,14,19
YEL015W	9,19,15,11,18,15,13	6,26,23,11,1,21,12	3,22,16,1,14,21,23
YEL039C	9,5,12,13,11,1,1,14,6,15,13	19,28,3,27,23	33,19,21,27
YEL041W	14,24,15,20,27	3,11,17,18,0,15,0,10,6,0,20	27,16,27,19,11
YER040W	15,0,19,12,5,23,26	19,18,5,8,8,4,9,4,16,9	5,16,7,1,16,3,12,6,19,15
YER052C	35,4,35,16,10	79,7,14	1,17,5,8,4,14,13,12,8,18
YER054C	28,18,18,10,26	12,17,16,16,2,4,16,17	6,9,12,10,4,5,6,8,13,8,19
YER056CA	18,1,14,18,19,18,7,5	8,5,20,13,5,14,19,16	77,23
YER062C	16,5,20,12,13,5,6,13,10	13,4,25,0,1,14,14,29	48,52
YER065C	3,24,25,3,20,14,11	15,9,15,1,24,18,18	27,4,38,11,20
YER074W	3,14,14,0,9,10,2,10,7,11,20	28,7,6,19,15,25	37,43,20
YER079W	41,11,48	16,12,16,32,24	1,2,11,18,8,5,5,21,29
YER081W	16,6,14,0,1,6,7,16,10,6,18	29,19,5,26,0,21	0,16,14,12,4,11,7,13,8,3,12
YER090W	11,5,15,5,11,2,7,10,4,17,13	49,7,41,3	6,13,8,12,7,14,13,7,5,3,12
YER102W	8,10,11,20,19,9,15,8	21,20,22,16,21	12,13,8,18,10,16,3,0,12,8
YER103W	4,8,4,8,18,19,11,15,13	22,26,18,34	26,3,17,12,38,4
YER110C	1,9,23,19,8,21,0,19	7,26,26,20,21	35,25,0,22,18
YER111C	2,4,3,31,29,31	11,0,11,8,11,1,13,16,11,11,7	39,33,28
YER112W	13,11,20,15,19,18,4	4,9,0,24,12,21,30	0,27,26,47
YER116C	26,32,19,10,13	22,2,19,1,25,3,28	45,33,22
YER124C	11,5,19,33,4,28	31,8,20,3,38	33,67
YER133W	12,4,0,13,13,7,0,11,13,5,22	19,1,14,2,28,6,1,29	16,9,44,31
YER143W	38,62	13,9,16,8,13,4,9,17,11	7,17,6,4,16,8,0,24,18
YER145C	31,16,1,29,23	7,12,16,7,9,11,21,17	90,10
YER179W	15,4,15,7,8,9,11,14,17	30,31,19,4,16	10,6,2,20,5,14,20,9,14
YFL017C	17,20,4,31,0,28	3,12,7,20,10,9,13,6,13,7	20,80
YFL026W	24,7,22,21,26	15,19,20,15,26,5	0,16,17,7,1,10,12,7,24,6
YFL038C	87,13	19,20,3,15,8,18,17	2,4,22,12,16,44
YFL039C	9,15,12,2,9,1,14,15,1,22	27,0,17,0,9,23,4,10,10	1,17,14,11,15,6,1,11,9,15
YFR014C	14,8,15,13,21,11,18	5,23,0,17,14,14,27	23,31,27,4,15
YFR034C	35,17,19,29	2,98	8,0,24,26,10,0,20,5,7
YFR037C	21,36,39,4	12,0,12,8,6,1,16,16,6,4,19	32,68
YGL008C	7,30,14,25,24	4,8,12,26,38,12	7,12,1,8,9,3,12,9,10,12,17
YGL013C	37,11,52	20,38,33,9	1,17,0,6,7,13,9,13,13,6,15
YGL035C	13,16,14,9,9,3,3,7,13,8,5	36,5,45,14	23,7,27,16,5,22
YGL044C	26,15,15,17,27	2,23,22,3,10,6,17,17	7,2,21,4,25,10,0,8,9,14
YGL073W	18,11,3,18,8,16,1,19,6	29,13,31,27	14,8,16,3,7,16,6,11,19
YGL097W	44,42,14	11,13,10,8,0,15,11,0,13,12,7	15,1,2,12,9,6,17,5,13,12,8
YGL106W	6,12,1,15,5,8,11,23,1,18	0,19,12,21,9,4,4,6,18,7	22,24,54
YGL115W	53,47	15,51,2,32	4,21,16,16,22,21
YGL122C	15,10,1,25,20,18,11	16,8,16,2,9,1,16,8,14,10	4,19,6,11,18,8,7,27
YGL134W	38,31,31	12,11,18,16,11,2,1,29	23,7,10,19,9,6,11,15
YGL153W	88,12	19,16,3,1,16,4,18,23	16,2,10,2,9,20,11,12,18
YGL161C	24,12,21,43	5,95	2,27,29,6,19,17
YGL166W	17,19,6,4,13,2,10,13,16	15,16,9,8,14,3,9,1,0,6,19	17,13,13,4,1,2,18,32
YGL202W	31,23,12,23,11	56,20,24	1,11,7,6,11,9,9,4,10,13,19
YGL208W	30,30,15,25	38,34,23,5	15,8,5,12,11,12,6,14,2,7,8
YGL229C	80,20	13,16,0,13,26,32	24,37,21,18
YGL237C	34,13,6,16,31	9,0,3,8,1,24,3,8,17,20,7	23,45,19,13
YGR009C	43,57	13,20,3,13,19,18,10,4	18,17,9,9,20,27
YGR014W	15,12,21,21,3,4,16,8	75,25	12,18,31,18,21
YGR019W	9,10,6,13,0,7,4,7,14,9,21	38,23,28,11	1,20,7,9,4,1,17,12,14,4,11
YGR046W	36,32,11,6,15	13,17,13,12,2,7,18,2,11,5	59,12,6,23
YGR048W	68,32	14,18,17,16,26,9	13,8,3,13,7,9,14,14,19
YGR058W	43,5,10,42	6,35,12,2,45	33,67
YGR074W	54,46	26,16,10,28,20	11,1,13,9,7,5,12,1,15,12,14
YGR085C	25,4,23,23,12,13	0,33,2,2,14,7,11,11,7,13	17,4,12,8,5,2,5,9,11,8,19
YGR088W	18,33,17,1,31	13,0,1,24,8,21,22,11	0,3,54,43
YGR108W	22,23,18,14,17,6	52,48	5,22,6,11,3,4,14,13,11,11
YGR136W	3,8,12,14,12,13,7,14,17	15,7,5,9,11,9,9,16,7,12	1,20,17,5,25,32
YGR203W	19,14,17,16,13,21	5,10,3,10,10,9,5,11,11,12,14	79,21
YGR218W	11,36,53	30,21,11,4,34	21,0,20,10,9,19,21
YGR254W	33,9,19,22,17	4,11,0,12,18,18,0,20,17	4,4,1,17,6,11,18,18,21
YHR005C	14,2,4,12,37,6,4,21	4,10,4,8,14,11,15,13,13,8	9,6,11,3,11,6,11,6,13,14,10
YHR030C	4,23,5,6,24,23,15	17,2,7,0,17,28,29	11,7,1,11,13,2,12,11,3,13,16
YHR053C	15,6,4,16,14,6,14,3,22	14,25,20,1,3,0,13,24	17,11,13,10,17,9,2,14,7
YHR055C	11,9,11,3,7,9,7,12,9,10,12	17,4,14,10,0,17,0,5,5,14,14	9,12,3,16,5,16,0,17,22
YHR071W	16,12,10,1,7,6,5,11,6,11,15	55,45	6,18,2,9,13,8,7,7,12,3,15
YHR084W	5,9,3,20,3,11,25,24	0,34,28,38	25,30,2,1,25,7,10
YHR115C	41,17,42	26,21,9,18,5,13,8	2,6,6,17,10,17,15,15,12
YHR135C	10,21,10,10,7,11,17,14	5,7,15,12,18,5,13,6,13,6	14,23,9,0,7,7,2,15,18,5
YHR141C	11,4,22,17,18,20,8	20,8,0,20,3,17,3,6,23	7,16,17,5,23,1,31
YHR171W	27,3,15,23,6,26	12,4,8,11,10,6,12,6,17,14	50,38,12
YHR174W	84,16	19,21,18,4,9,7,22	0,32,68
YHR179W	32,3,8,21,11,25	3,22,8,7,21,10,23,6	26,34,1,25,14
YHR198C	5,4,10,3,13,0,14,10,4,14,23	18,61,21	8,11,34,25,22
YIL015W	2,4,21,3,14,15,2,39	52,48	5,8,20,20,21,14,12
YIL045W	1,26,26,8,25,4,10	21,0,21,17,15,3,23	5,37,15,43
YIL052C	15,10,28,5,22,11,9	8,3,11,12,4,11,12,3,10,7,19	24,3,73
YIL061C	52,39,9	26,31,39,2,2	9,6,3,31,51
YIL069C	6,3,2,7,15,16,3,17,12,19	7,18,27,3,30,9,6	98,2
YIL070C	4,23,10,21,6,7,2,8,19	5,10,14,24,23,24	10,12,14,28,36
YIL074C	10,18,20,14,1,5,1,7,12,1,11	10,4,16,15,11,16,0,14,14	3,33,11,15,28,10
YIL105C	62,38	10,7,12,5,13,7,12,13,0,8,13	47,53
YIL113W	2,31,36,11,20	41,0,13,12,7,27	24,23,19,8,0,26
YIL133C	23,33,12,32	11,18,10,18,10,10,8,3,12	25,7,7,20,11,9,21
YIL143C	30,70	23,17,35,12,13	24,13,17,12,5,2,20,7
YIL160C	20,47,26,7	13,42,14,6,25	2,0,11,11,25,24,27
YIL162W	13,40,14,11,22	10,90	9,10,15,0,17,15,8,1,3,5,17
YIR009W	6,3,7,11,15,14,11,12,16,5	1,5,13,15,12,18,19,7,3,7	24,76
YJL013C	6,8,3,16,13,20,3,3,4,8,16	27,33,40	44,18,38
YJL030W	9,0,18,16,17,17,0,18,5	5,0,38,30,27	47,53
YJL036W	7,7,2,12,10,7,9,16,10,0,20	15,12,31,13,2,3,17,7	13,11,34,23,6,13
YJL089W	14,16,32,38	10,10,17,20,6,11,2,3,12,9	48,22,3,14,13
YJL157C	27,22,18,9,24	17,16,27,40	8,9,1,4,11,3,12,6,15,10,21
YJL159W	49,2,48,1	14,16,4,5,11,16,2,5,10,0,17	40,1,29,30
YJL190C	8,4,11,14,0,23,4,36	98,2	55,38,7
YJL194W	10,5,1,16,0,15,11,13,10,19	15,14,20,10,9,10,22	4,2,35,14,6,10,29
YJL203W	20,5,32,6,2,21,3,11	24,7,12,4,7,7,28,11	17,26,57
YJL219W	35,15,15,35	17,16,6,8,7,8,13,25	2,5,35,4,32,22
YJR022W	6,12,21,6,25,6,24	13,17,19,1,5,18,19,3,5	27,7,53,13
YJR048W	10,11,4,25,3,25,9,5,8	5,52,43	33,49,18
YJR060W	3,33,2,8,42,12	27,13,12,48	0,16,12,6,16,17,7,1,13,12
YJR066W	54,3,24,19	12,22,15,7,10,14,20	73,2,25
YJR109C	26,2,51,21	21,29,5,13,1,31	0,9,10,22,3,1,32,23
YKL001C	1,20,5,12,31,31	25,28,27,20	19,3,0,1,50,27
YKL012W	2,2,7,12,15,4,9,0,19,19,11	31,2,6,14,26,17,4	15,11,11,7,12,10,4,17,13
YKL028W	16,41,23,20	21,8,7,20,6,16,22	8,5,3,24,4,29,27
YKL074C	7,7,16,3,19,19,19,10	13,1,37,40,9	41,35,24
YKL101W	2,10,8,4,0,5,16,1,16,17,21	24,27,35,14	20,3,16,20,5,5,18,13
YKL109W	52,48	15,1,15,10,8,4,6,13,16,12	57,13,30
YKL161C	39,61	82,18	7,17,8,13,12,2,1,3,15,22
YKL204W	38,27,0,35	6,11,1,14,12,10,4,15,10,7,10	2,13,11,4,14,7,3,15,13,18
YKL211C	15,5,38,15,5,22	26,11,5,18,2,11,18,9	5,31,20,6,38
YKR026C	4,6,13,12,45,20	45,55	9,6,20,17,22,26
YKR097W	25,13,22,22,14,4	16,11,12,13,5,12,3,12,8,8	76,2,19,3
YKR099W	28,16,14,14,8,8,2,10	12,36,19,33	15,54,2,29
YLL019C	11,20,2,28,11,28	31,17,16,3,1,1,1,30	19,9,15,9,1,12,16,1,8,10
YLL021W	13,0,12,12,9,14,15,1,9,2,13	22,21,10,10,15,8,14	20,30,10,18,14,8
YLL028W	12,14,10,1,5,10,12,12,6,11,7	13,10,14,13,3,11,14,3,19	21,16,1,17,13,3,15,0,1,13
YLR044C	16,13,5,7,9,14,3,13,6,14	5,21,22,0,14,14,11,13	3,0,20,10,26,8,33
YLR075W	11,0,13,8,18,9,7,1,10,6,17	13,0,12,1,11,6,10,16,16,8,7	4,20,12,0,11,1,21,3,1,27
YLR081W	12,12,4,3,5,14,25,7,9,9	9,7,1,19,1,23,13,27	9,14,8,15,3,2,15,2,3,15,14
YLR109W	18,16,8,2,21,7,1,27	14,13,13,8,15,9,11,17	14,3,3,11,9,14,6,2,9,13,16
YLR116W	5,2,9,6,10,1,18,17,10,22	6,10,24,26,1,17,16	12,13,9,14,11,4,10,8,8,11
YLR117C	31,9,13,46,1	23,18,19,40	22,8,1,11,3,13,16,1,25
YLR134W	22,47,29,2	17,0,8,0,10,14,13,11,17,10	17,10,2,10,18,17,12,4,10
YLR153C	3,1,1,13,17,15,3,19,20,2,6	8,0,12,7,2,13,12,10,15,11,10	1,14,8,16,12,7,16,9,17
YLR175W	23,27,24,26	18,19,16,14,20,6,7	26,15,24,2,12,3,18
YLR191W	29,17,9,7,8,8,22	0,100	20,2,16,28,34
YLR197W	12,15,3,0,11,4,2,17,14,22	10,15,7,10,12,8,16,16,6	28,72
YLR214W	9,41,21,21,4,4	68,32	24,22,10,21,15,2,6
YLR229C	21,15,6,15,19,17,7	2,18,12,16,0,14,21,6,11	6,18,0,18,8,15,18,17
YLR249W	11,6,4,10,14,13,6,9,10,6,11	27,6,3,64	28,17,15,12,22,2,4
YLR256W	35,65	3,19,14,2,13,5,20,24	16,28,13,28,7,8
YLR258W	41,25,3,12,6,13	4,11,19,31,35	11,1,17,2,11,20,7,9,15,7
YLR264W	9,13,20,16,11,8,1,10,12	65,7,28	26,21,14,9,4,26
YLR284C	31,25,22,22	5,7,15,15,8,16,6,10,13,5	7,4,22,4,14,12,37
YLR293C	17,5,18,3,5,9,3,9,3,8,20	2,3,17,1,21,26,8,22	1,14,6,8,1,12,10,14,4,12,18
YLR310C	11,35,10,44	13,35,28,24	1,0,15,9,16,8,18,12,4,3,14
YLR319C	14,2,16,4,18,11,13,5,17	35,65	14,9,15,14,3,3,6,16,9,11
YLR321C	21,1,11,18,24,25	3,3,94	12,12,9,14,9,4,16,1,2,21
YLR340W	20,21,17,14,28	21,22,18,13,22,4	32,28,17,23
YLR345W	22,4,49,25	28,14,0,3,20,11,24	22,12,32,12,22
YLR362W	27,27,3,13,30	43,57	40,60
YLR377C	15,5,35,45	26,5,11,26,32	5,16,5,14,8,2,22,15,13
YLR432W	2,10,9,6,2,3,16,16,14,18,4	10,29,34,5,22	22,9,22,4,9,12,22
YLR452C	18,14,11,12,17,2,2,24	38,3,59	6,8,12,4,3,2,18,14,14,19
YML007W	10,5,17,1,22,15,30	11,8,15,17,1,2,15,8,1,2,20	0,17,17,39,10,17
YML024W	1,19,24,9,32,15	7,24,6,16,8,0,20,5,14	17,17,3,1,15,18,7,22
YML032C	25,0,23,5,3,9,4,1,30	51,49	15,8,13,30,34
YML051W	8,11,17,17,16,14,1,0,16	4,26,25,22,23	19,81
YML054C	3,7,6,25,29,30	1,14,6,36,11,32	4,13,8,15,11,9,13,16,11
YML064C	5,36,24,23,12	85,11,4	24,22,6,4,44
YML074C	27,12,5,30,26	40,60	31,9,21,39
YML114C	3,12,15,21,6,13,12,3,15	21,33,3,20,1,22	15,5,24,7,9,5,8,27
YML123C	75,25	15,27,24,16,3,4,11	18,10,26,13,30,3
YMR005W	18,11,27,29,15	9,9,23,26,8,25	7,12,3,16,7,14,16,7,18
YMR021C	0,21,1,7,9,12,2,19,24,5	43,57	3,26,7,8,26,30
YMR043W	5,46,49	55,45	8,1,13,10,14,6,14,12,5,1,16
YMR044W	26,10,5,16,6,23,14	16,16,18,30,20	20,10,10,3,7,7,11,7,15,1,9
YMR058W	28,26,23,15,8	6,6,12,14,5,5,0,15,14,23	14,16,9,24,6,16,15
YMR108W	18,7,15,9,15,6,9,21	33,43,3,21	12,10,6,16,2,14,17,11,12
YMR117C	2,0,17,19,19,0,18,25	5,4,0,14,23,14,8,6,5,21	21,15,12,5,4,22,16,5
YMR138W	16,9,15,19,22,2,4,2,11	3,3,13,11,0,9,14,6,11,11,19	17,13,9,17,18,20,6
YMR146C	0,19,21,20,6,9,17,1,7	25,4,14,1,11,4,16,25	0,8,4,15,8,6,8,15,13,23
YMR183C	14,1,19,9,3,4,9,16,7,18	76,14,10	24,8,7,27,34
YMR186W	5,17,12,2,5,24,0,24,11	17,45,0,38	9,25,20,3,1,5,17,9,11
YMR255W	10,15,3,6,16,1,12,14,13,0,10	33,4,28,21,1,13	26,3,31,40
YMR291W	19,42,14,18,1,6	9,6,10,8,15,4,13,6,10,8,11	18,8,13,41,20
YMR300C	6,6,10,10,0,19,12,24,13	33,33,34	17,12,17,5,9,14,4,22
YMR309C	4,29,2,40,7,18	10,22,22,5,5,5,4,2,12,13	1,26,0,10,29,24,10
YMR311C	52,48	12,28,19,9,32	34,66
YNL036W	12,9,8,5,10,11,2,12,7,24	62,2,11,17,8	15,3,8,12,16,12,4,11,1,18
YNL047C	3,25,6,17,1,9,5,10,24	9,4,6,19,18,8,14,13,9	9,16,11,20,26,2,16
YNL050C	34,36,22,8	4,8,14,5,10,14,7,13,9,16	56,35,9
YNL069C	20,13,7,15,0,7,18,20	19,23,2,3,2,19,24,8	3,2,6,15,15,0,11,18,12,1,17
YNL091W	2,47,31,20	26,34,4,25,11	39,3,33,25
YNL098C	15,7,3,8,16,1,5,14,0,15,16	38,48,14	10,11,20,14,15,30
YNL113W	8,19,22,0,8,10,3,5,14,11	30,70	6,20,74
YNL116W	21,6,8,18,13,34	33,24,17,26	9,5,10,15,7,10,15,4,4,21
YNL117W	42,37,21	26,2,26,2,35,9	57,13,30
YNL135C	7,14,4,12,4,17,14,1,11,16	7,32,20,38,3	95,5
YNL145W	15,6,20,13,0,3,16,15,6,6	0,10,14,17,24,8,10,17	35,39,26
YNL154C	12,4,0,12,18,7,5,17,5,20	9,12,79	6,26,16,26,23,3
YNL164C	9,2,10,13,21,8,20,0,17	20,6,20,7,2,1,5,3,3,18,15	13,14,21,12,7,5,0,28
YNL167C	26,74	25,22,12,17,24	19,20,2,19,25,4,2,9
YNL189W	2,45,53	9,4,6,0,13,1,10,14,21,13,9	12,12,16,2,18,18,0,22
YNL199C	6,19,24,29,2,20	6,8,14,7,4,6,15,7,15,3,15	98,2
YNL214W	9,8,28,19,5,31	15,6,3,5,15,8,5,15,12,0,16	44,56
YNL216W	18,17,3,0,21,18,18,2,3	54,0,46	13,87
YNL236W	49,51	25,28,11,33,3	17,17,25,12,29
YNL301C	24,19,16,20,21	15,8,10,4,16,23,6,6,1,11	14,11,18,22,17,5,13
YNL307C	8,17,33,25,17	11,6,20,13,10,18,9,13	12,22,15,6,19,26
YNL311C	1,16,13,16,12,8,12,7,3,12	1,9,19,2,4,11,16,1,28,9	37,19,3,3,9,29
YNL312W	9,16,7,2,8,17,7,6,20,8	16,1,17,3,17,21,6,5,14	31,6,18,26,19
YNR007C	19,9,28,22,22	19,13,68	17,9,13,1,2,3,4,18,14,5,14
YNR050C	8,39,10,20,19,4	13,1,8,12,17,4,9,12,5,4,15	28,35,3,23,11
YNR053C	9,21,16,11,20,18,5	35,42,23	10,22,25,24,19
YOL016C	13,5,12,16,9,4,16,1,5,19	9,49,28,14	17,21,5,19,15,23
YOL051W	19,22,0,21,15,1,13,9	0,47,8,45	8,5,13,5,8,20,18,4,14,5
YOL058W	7,5,8,13,12,11,6,11,8,4,15	33,41,26	47,29,22,2
YOL059W	5,17,2,14,13,21,6,22	10,21,10,0,12,10,14,16,7	12,2,25,20,7,34
YOL086C	43,57	7,11,20,14,17,20,0,11	28,72
YOL120C	17,16,31,36	6,8,20,13,14,4,4,4,14,13	26,36,38
YOL123W	19,12,2,11,2,11,7,14,22	13,11,15,12,12,3,11,7,2,14	17,0,14,10,5,4,14,5,15,16
YOL127W	9,18,8,34,7,24	27,24,13,32,4	0,11,13,15,12,10,12,7,11,0,9
YOL136C	11,0,35,54	14,51,35	5,12,11,20,21,5,26
YOL149W	40,60	11,25,13,27,24	1,13,2,20,13,13,38
YOL156W	20,16,21,15,20,8	33,8,59	0,0,13,15,15,9,20,14,14
YOR036W	16,2,3,20,20,9,11,19	2,25,12,7,15,6,6,27	61,35,4
YOR039W	7,32,17,32,12	7,23,23,17,30	0,20,13,21,7,18,21
YOR089C	59,41	12,12,10,4,13,18,5,9,5,2,10	12,1,12,15,9,3,5,10,11,10,12
YOR120W	3,10,8,14,4,13,11,5,5,8,19	6,26,9,31,12,16	30,4,29,37
YOR167C	2,10,17,9,20,42	25,11,64	29,36,5,5,25
YOR178C	15,15,27,17,26	22,8,2,18,15,18,17	9,31,28,2,3,27
YOR202W	28,27,21,24	12,9,15,12,2,15,3,13,12,0,7	9,1,15,8,15,3,14,13,3,19
YOR204W	37,41,17,5	29,36,35	27,29,23,21
YOR212W	11,12,6,11,11,3,13,6,14,13	6,7,20,27,40	23,12,22,20,23
YOR215C	37,51,12	55,9,36	3,16,18,15,7,2,18,9,12
YOR264W	28,13,11,48	61,28,11	4,12,10,7,17,13,16,1,20
YOR290C	7,39,10,13,8,23	7,8,26,26,22,11	1,12,21,34,32
YOR303W	19,17,10,12,10,13,8,0,11	10,12,13,15,15,10,4,15,6	19,0,28,10,9,24,10
YOR310C	30,8,34,28	2,19,6,12,17,6,8,6,13,11	47,53
YOR315W	14,7,19,1,20,13,0,9,17	22,11,18,9,19,9,1,1,1,9	63,37
YOR326W	7,11,18,15,6,1,16,26	12,10,14,13,10,15,3,4,19	24,22,11,20,4,19
YOR327C	5,21,12,21,12,10,19	10,10,0,20,16,6,30,8	3,9,13,31,19,25
YOR355W	10,5,13,8,12,13,14,11,14	22,14,9,5,16,5,29	4,29,33,15,19
YOR361C	13,38,21,28	14,15,16,14,1,3,12,3,22	13,11,76
YOR362C	8,0,18,14,23,10,7,20	16,14,23,0,13,34	35,26,33,6
YPL031C	23,9,68	19,15,5,17,2,18,4,12,8	14,9,15,29,19,7,7
YPL075W	40,40,15,1,4	28,12,8,22,16,14	36,64
YPL089C	18,18,16,23,13,0,12	0,18,14,12,14,4,15,4,9,2,8	33,4,6,19,9,29
